Discovery_Type,Label,Warehouse_Source,Volume,Unique_Buyers,Countries,Recent_12m_Share_Pct,Lean_Fit,Open_World_Score
CATEGORY_COHORT,Other :: Electricity.,Ireland,23,14,1,13.043478260869565,15.0,36.150000000000006
CATEGORY_COHORT,Other :: Foreign economic-aid-related services,United Kingdom,108,6,1,9.25925925925926,15.0,36.03666666666667
CATEGORY_COHORT,Other :: School meals,United Kingdom,22,22,1,4.545454545454546,15.0,35.970000000000006
CATEGORY_COHORT,Other :: Legal advisory and representation services,United Kingdom,15,15,1,26.666666666666668,15.0,35.970000000000006
CATEGORY_COHORT,"Other :: Medical equipments, pharmaceuticals and personal care products.",Ireland,26,13,1,11.538461538461538,15.0,35.95666666666667
CATEGORY_COHORT,Other :: *Seating,Canada federal,16,10,1,43.75,15.0,35.92666666666667
CATEGORY_COHORT,Other :: Health and safety consultancy services,United Kingdom,21,18,1,9.523809523809524,15.0,35.903333333333336
CATEGORY_COHORT,Other :: Funeral services,United Kingdom,17,17,1,17.647058823529413,15.0,35.87333333333334
CATEGORY_COHORT,Other :: Construction consultancy services.,Ireland,16,12,1,31.25,15.0,35.85500000000001
CATEGORY_COHORT,Other :: *Information technology consultation services *Information technology IT management services,Canada federal,16,12,1,31.25,15.0,35.85500000000001
CATEGORY_COHORT,Other :: Administration services.,Ireland,18,13,1,22.22222222222222,15.0,35.763333333333335
CATEGORY_COHORT,Other :: Boiler installations.,Ireland,14,12,1,42.857142857142854,15.0,35.65833333333334
CATEGORY_COHORT,Other :: Marine survey services.,Ireland,50,5,1,18.0,15.0,35.63833333333334
CATEGORY_COHORT,Other :: Laundry-operation services,United Kingdom,14,13,1,35.714285714285715,15.0,35.43333333333334
CATEGORY_COHORT,Other :: Gastroenterologist services,United Kingdom,17,10,1,35.294117647058826,15.0,35.27333333333334
CATEGORY_COHORT,"Other :: Demolition, site preparation and clearance work",United Kingdom,17,16,1,17.647058823529413,15.0,35.26666666666667
CATEGORY_COHORT,"Other :: Electricity, heating, solar and nuclear energy.",Ireland,17,13,1,23.52941176470588,15.0,35.24666666666668
CATEGORY_COHORT,Other :: General management consultancy services.,Ireland,21,14,1,14.285714285714285,15.0,35.21166666666667
CATEGORY_COHORT,Other :: Survey services.,Ireland,17,9,1,41.17647058823529,15.0,35.11166666666667
CATEGORY_COHORT,Other :: Electricity distribution and related services,United Kingdom,20,14,1,15.0,15.0,35.02333333333334
CATEGORY_COHORT,Other :: Specialist vehicles.,Ireland,18,15,1,16.666666666666664,15.0,34.93500000000001
CATEGORY_COHORT,Other :: Electrical equipment and apparatus.,Ireland,18,15,1,16.666666666666664,15.0,34.93500000000001
CATEGORY_COHORT,Other :: Postal and telecommunications services,United Kingdom,16,16,1,18.75,15.0,34.84
CATEGORY_COHORT,Other :: *Spectroscopic equipment,Canada federal,22,10,1,22.727272727272727,15.0,34.73833333333334
CATEGORY_COHORT,Other :: Personal development training services,United Kingdom,19,17,1,10.526315789473683,15.0,34.705000000000005
CATEGORY_COHORT,Other :: *ADP Support Equipment,Canada federal,31,1,1,32.25806451612903,15.0,34.60666666666667
CATEGORY_COHORT,Other :: *Human resources consulting service *Human resources services,Canada federal,16,13,1,25.0,15.0,34.595000000000006
CATEGORY_COHORT,Other :: Installation of doors and windows,United Kingdom,16,13,1,25.0,15.0,34.595000000000006
CATEGORY_COHORT,Other :: *Security or access control systems,Canada federal,15,9,1,66.66666666666666,15.0,34.57833333333334
CATEGORY_COHORT,Other :: Painting work,United Kingdom,25,14,1,8.0,15.0,34.55666666666667
CATEGORY_COHORT,Other :: Water-treatment work,United Kingdom,17,15,1,17.647058823529413,15.0,34.50833333333334
CATEGORY_COHORT,Other :: Solar panel roof-covering work,United Kingdom,17,15,1,17.647058823529413,15.0,34.50833333333334
CATEGORY_COHORT,Other :: *Batteries and cells and accessories,Canada federal,21,7,1,33.33333333333333,15.0,34.410000000000004
CATEGORY_COHORT,Other :: Lift installation work,United Kingdom,26,16,1,0.0,15.0,34.116666666666674
CATEGORY_COHORT,Other :: Scaffolding work,United Kingdom,19,16,1,10.526315789473683,15.0,34.098333333333336
CATEGORY_COHORT,Other :: Heating works,United Kingdom,19,16,1,10.526315789473683,15.0,34.098333333333336
CATEGORY_COHORT,Other :: *Heating and cooling and air conditioning HVAC construction and maintenance services,Canada federal,21,4,1,42.857142857142854,15.0,34.085
CATEGORY_COHORT,Other :: Planting and maintenance services of green areas,United Kingdom,14,12,1,35.714285714285715,15.0,34.068333333333335
CATEGORY_COHORT,Other :: Administrative educational services.,Ireland,18,14,1,16.666666666666664,15.0,33.98166666666667
CATEGORY_COHORT,Other :: Residential property services,United Kingdom,21,15,1,9.523809523809524,15.0,33.97500000000001
CATEGORY_COHORT,Other :: *Vehicle bodies and trailers,Canada federal,17,8,1,41.17647058823529,15.0,33.96333333333334
CATEGORY_COHORT,Other :: Drainage works,United Kingdom,15,13,1,26.666666666666668,15.0,33.93333333333334
CATEGORY_COHORT,Other :: Air quality management,United Kingdom,27,15,1,0.0,15.0,33.86500000000001
CATEGORY_COHORT,Other :: Parts and accessories for vehicles and their engines,United Kingdom,21,18,1,4.761904761904762,15.0,33.803333333333335
CATEGORY_COHORT,Other :: Heating works.,Ireland,21,18,1,4.761904761904762,15.0,33.803333333333335
CATEGORY_COHORT,Other :: Higher education services.,Ireland,26,14,1,3.8461538461538463,15.0,33.80000000000001
CATEGORY_COHORT,"Other :: Project and design preparation, estimation of costs.",Ireland,24,12,1,12.5,15.0,33.771666666666675
CATEGORY_COHORT,Other :: Development services of real estate,United Kingdom,20,15,1,10.0,15.0,33.591666666666676
CATEGORY_COHORT,"Other :: *Local Area Networks, Systems and Components - Maintenance",Canada federal,24,1,1,41.66666666666667,15.0,33.585
CATEGORY_COHORT,Other :: *Software *Software maintenance and support,Canada federal,28,3,1,28.57142857142857,15.0,33.58166666666667
CATEGORY_COHORT,Other :: Construction materials and associated items.,Ireland,17,14,1,17.647058823529413,15.0,33.55500000000001
CATEGORY_COHORT,Other :: Marketing management consultancy services,United Kingdom,17,14,1,17.647058823529413,15.0,33.55500000000001
CATEGORY_COHORT,Other :: *Aircraft digital altitude control systems,Canada federal,30,1,1,30.0,15.0,33.528333333333336
CATEGORY_COHORT,Other :: Environmental issues consultancy services,United Kingdom,22,16,1,4.545454545454546,15.0,33.45666666666667
CATEGORY_COHORT,Other :: Marine services,United Kingdom,22,14,1,9.090909090909092,15.0,33.38
CATEGORY_COHORT,Other :: *Laboratory and scientific equipment *Measuring and observing and testing instruments *Laboratory supplies and fixtures,Canada federal,19,2,1,89.47368421052632,15.0,33.34666666666667
CATEGORY_COHORT,Other :: Construction work for buildings relating to education and research.,Ireland,19,15,1,10.526315789473683,15.0,33.34
CATEGORY_COHORT,Other :: *Vocational training,Canada federal,16,8,1,43.75,15.0,33.326666666666675
CATEGORY_COHORT,Other :: *Internal audits,Canada federal,13,11,1,46.15384615384615,15.0,33.26833333333334
CATEGORY_COHORT,Other :: Chargers.,Ireland,13,11,1,46.15384615384615,15.0,33.26833333333334
CATEGORY_COHORT,Other :: Display screens.,Ireland,16,12,1,25.0,15.0,33.23000000000001
CATEGORY_COHORT,Other :: Asbestos-removal work.,Ireland,16,12,1,25.0,15.0,33.23000000000001
CATEGORY_COHORT,Other :: Excavation work at archaeological sites.,Ireland,14,13,1,28.57142857142857,15.0,33.22833333333334
CATEGORY_COHORT,Other :: Telematics services,United Kingdom,13,12,1,38.46153846153847,15.0,33.15666666666667
CATEGORY_COHORT,Other :: Advertising campaign services,United Kingdom,16,14,1,18.75,15.0,33.12833333333334
CATEGORY_COHORT,Other :: Services related to water pollution,United Kingdom,16,14,1,18.75,15.0,33.12833333333334
CATEGORY_COHORT,Other :: *Furniture *Office furniture,Canada federal,17,7,1,41.17647058823529,15.0,33.053333333333335
CATEGORY_COHORT,Other :: *Hotel rooms,Canada federal,20,7,1,30.0,15.0,33.03666666666667
CATEGORY_COHORT,Other :: *Banquet and catering services,Canada federal,18,5,1,44.44444444444444,15.0,33.03166666666667
CATEGORY_COHORT,Other :: Grounds-maintenance equipment,United Kingdom,15,15,1,20.0,15.0,33.03000000000001
CATEGORY_COHORT,Other :: Police equipment,United Kingdom,21,9,1,23.809523809523807,15.0,32.98833333333334
CATEGORY_COHORT,Other :: *Economic analysis,Canada federal,14,10,1,42.857142857142854,15.0,32.82
CATEGORY_COHORT,Other :: Pension services,United Kingdom,20,17,1,5.0,15.0,32.76666666666668
CATEGORY_COHORT,Other :: Health training services,United Kingdom,21,12,1,14.285714285714285,15.0,32.763333333333335
CATEGORY_COHORT,Other :: Machine tools,United Kingdom,18,15,1,11.11111111111111,15.0,32.745000000000005
CATEGORY_COHORT,Other :: Wood.,Ireland,14,11,1,35.714285714285715,15.0,32.725
CATEGORY_COHORT,Other :: *Laboratory filtering equipment and supplies,Canada federal,17,5,1,52.94117647058824,15.0,32.68
CATEGORY_COHORT,Other :: Forestry services.,Ireland,20,5,1,35.0,15.0,32.663333333333334
CATEGORY_COHORT,Other :: *Environmental laboratory services,Canada federal,18,6,1,38.88888888888889,15.0,32.663333333333334
CATEGORY_COHORT,Other :: *Earth moving machinery,Canada federal,23,2,1,34.78260869565217,15.0,32.580000000000005
CATEGORY_COHORT,Other :: Design consultancy services.,Ireland,15,12,1,26.666666666666668,15.0,32.568333333333335
CATEGORY_COHORT,Other :: *Fixed wing aircraft maintenance and repair services,Canada federal,16,6,1,56.25,15.0,32.54500000000001
CATEGORY_COHORT,Other :: Repair and maintenance services of mechanical building installations,United Kingdom,17,16,1,11.76470588235294,15.0,32.506666666666675
CATEGORY_COHORT,Other :: Marketing services.,Ireland,17,13,1,17.647058823529413,15.0,32.47166666666667
CATEGORY_COHORT,Other :: Natural gas,United Kingdom,19,14,1,10.526315789473683,15.0,32.38666666666667
CATEGORY_COHORT,Other :: Fuels.,Ireland,19,14,1,10.526315789473683,15.0,32.38666666666667
CATEGORY_COHORT,Other :: Clinical-waste collection services,United Kingdom,19,14,1,10.526315789473683,15.0,32.38666666666667
CATEGORY_COHORT,Other :: Vessel repair services,United Kingdom,21,3,1,38.095238095238095,15.0,32.34666666666667
CATEGORY_COHORT,Other :: *Laundering services,Canada federal,22,6,1,27.27272727272727,15.0,32.15166666666667
CATEGORY_COHORT,Other :: *Building and Facility Construction and Maintenance Services,Canada federal,37,1,1,21.62162162162162,15.0,32.086666666666666
CATEGORY_COHORT,Other :: Repair and maintenance services of generators,United Kingdom,15,14,1,20.0,15.0,32.07666666666667
CATEGORY_COHORT,Other :: Road transport services.,Ireland,16,13,1,18.75,15.0,32.045
CATEGORY_COHORT,Other :: Analysis services,United Kingdom,19,17,1,5.263157894736842,15.0,32.035000000000004
CATEGORY_COHORT,Other :: Site-development work,United Kingdom,19,17,1,5.263157894736842,15.0,32.035000000000004
CATEGORY_COHORT,Other :: *Environmental Services,Canada federal,30,1,1,26.666666666666668,15.0,31.938333333333333
CATEGORY_COHORT,Other :: Orthotic services,United Kingdom,14,12,1,28.57142857142857,15.0,31.863333333333333
CATEGORY_COHORT,Other :: Winter-maintenance vehicles.,Ireland,14,12,1,28.57142857142857,15.0,31.863333333333333
CATEGORY_COHORT,Other :: Fire-extinguisher powder.,Ireland,13,11,1,38.46153846153847,15.0,31.81333333333333
CATEGORY_COHORT,Other :: Fire doors.,Ireland,20,8,1,25.0,15.0,31.71166666666667
CATEGORY_COHORT,"Other :: Services furnished by business, professional and specialist organisations",United Kingdom,21,17,1,0.0,15.0,31.710000000000004
CATEGORY_COHORT,Other :: Construction-related services.,Ireland,16,9,1,31.25,15.0,31.565
CATEGORY_COHORT,Other :: *Naval architecture *Marine engineering,Canada federal,18,1,1,88.88888888888889,15.0,31.54166666666666
CATEGORY_COHORT,Other :: *Highway and road construction services,Canada federal,22,5,1,27.27272727272727,15.0,31.35
CATEGORY_COHORT,Other :: *ADP Software Maintenance - Other than Microcomputer,Canada federal,19,1,1,47.368421052631575,15.0,31.326666666666664
CATEGORY_COHORT,Other :: Lasers,United Kingdom,26,13,1,0.0,15.0,31.32166666666667
CATEGORY_COHORT,Other :: Marine survey services,United Kingdom,20,11,1,15.0,15.0,31.231666666666666
CATEGORY_COHORT,Other :: *Military services and national defense,Canada federal,22,7,1,22.727272727272727,15.0,31.228333333333335
CATEGORY_COHORT,Other :: Construction work for buildings relating to education and research,United Kingdom,22,15,1,0.0,15.0,31.198333333333334
CATEGORY_COHORT,Other :: Risk or hazard assessment other than for construction,United Kingdom,14,14,1,21.428571428571427,15.0,31.176666666666662
CATEGORY_COHORT,Other :: Tractors.,Ireland,17,12,1,17.647058823529413,15.0,31.106666666666666
CATEGORY_COHORT,Other :: Security equipment,United Kingdom,17,12,1,17.647058823529413,15.0,31.106666666666666
CATEGORY_COHORT,Other :: Financial leasing services,United Kingdom,15,13,1,20.0,15.0,30.993333333333336
CATEGORY_COHORT,Other :: *Specialized public building construction services,Canada federal,26,6,1,19.230769230769234,15.0,30.951666666666664
CATEGORY_COHORT,Other :: *Garbage collection or destruction or processing or disposal,Canada federal,21,7,1,23.809523809523807,15.0,30.930000000000003
CATEGORY_COHORT,"Other :: Repair, maintenance and associated services of vehicles and related equipment.",Ireland,19,11,1,15.789473684210526,15.0,30.889999999999997
CATEGORY_COHORT,Other :: Surveying services,United Kingdom,16,15,1,12.5,15.0,30.826666666666668
CATEGORY_COHORT,Other :: Insurance and pension services,United Kingdom,16,15,1,12.5,15.0,30.826666666666668
CATEGORY_COHORT,Other :: *Electronic and communication measuring and testing instruments,Canada federal,20,7,1,25.0,15.0,30.801666666666673
CATEGORY_COHORT,Other :: Probation services,United Kingdom,29,1,1,24.137931034482758,15.0,30.74833333333333
CATEGORY_COHORT,Other :: Telecommunications network.,Ireland,15,9,1,33.33333333333333,15.0,30.708333333333332
CATEGORY_COHORT,Other :: *Document destruction services,Canada federal,16,12,1,18.75,15.0,30.680000000000003
CATEGORY_COHORT,Other :: Trees.,Ireland,25,8,1,16.0,15.0,30.645
CATEGORY_COHORT,"Other :: Electricity, heating, solar and nuclear energy",United Kingdom,18,16,1,5.555555555555555,15.0,30.638333333333335
CATEGORY_COHORT,Other :: *Electrical switches and accessories,Canada federal,16,5,1,43.75,15.0,30.618333333333336
CATEGORY_COHORT,Other :: *Air pollution monitoring or measurement services,Canada federal,23,6,1,21.73913043478261,15.0,30.601666666666667
CATEGORY_COHORT,Other :: *Aircraft,Canada federal,23,6,1,21.73913043478261,15.0,30.601666666666667
CATEGORY_COHORT,Other :: *Information services,Canada federal,14,11,1,28.57142857142857,15.0,30.52
CATEGORY_COHORT,Other :: *Cooling equipment and parts and accessories,Canada federal,16,3,1,62.5,15.0,30.503333333333334
CATEGORY_COHORT,Other :: Marine equipment.,Ireland,27,11,1,3.7037037037037033,15.0,30.485
CATEGORY_COHORT,"Other :: Hotel, restaurant and retail trade services",United Kingdom,19,17,1,0.0,15.0,30.430000000000003
CATEGORY_COHORT,Other :: *Hardware,Canada federal,17,4,1,41.17647058823529,15.0,30.388333333333332
CATEGORY_COHORT,Other :: *Exterior grounds maintenance,Canada federal,17,4,1,41.17647058823529,15.0,30.388333333333332
CATEGORY_COHORT,Other :: Payroll management services.,Ireland,12,11,1,41.66666666666667,15.0,30.338333333333335
CATEGORY_COHORT,Other :: Electronic equipment.,Ireland,12,11,1,41.66666666666667,15.0,30.338333333333335
CATEGORY_COHORT,Other :: Retail trade services,United Kingdom,24,13,1,0.0,15.0,30.201666666666664
CATEGORY_COHORT,Other :: *Telecommunications - Satellite Services,Canada federal,22,1,1,31.818181818181817,15.0,30.19
CATEGORY_COHORT,"Other :: Services,Fournitures",France,18,18,1,0.0,15.0,30.113333333333333
CATEGORY_COHORT,Other :: Engineering design services.,Ireland,14,13,1,21.428571428571427,15.0,30.09333333333333
CATEGORY_COHORT,Other :: Post and courier services,United Kingdom,14,13,1,21.428571428571427,15.0,30.09333333333333
CATEGORY_COHORT,Other :: Technical support services.,Ireland,14,13,1,21.428571428571427,15.0,30.09333333333333
CATEGORY_COHORT,Other :: Building-inspection services,United Kingdom,14,13,1,21.428571428571427,15.0,30.09333333333333
CATEGORY_COHORT,Other :: *Heating and cooling and air conditioning HVAC installation and maintenance service,Canada federal,17,7,1,29.411764705882355,15.0,29.993333333333332
CATEGORY_COHORT,Other :: *Decontamination services,Canada federal,17,5,1,35.294117647058826,15.0,29.965
CATEGORY_COHORT,Other :: Marine equipment,United Kingdom,21,10,1,14.285714285714285,15.0,29.925
CATEGORY_COHORT,Other :: Hotel meeting and conference services.,Ireland,13,11,1,30.76923076923077,15.0,29.92333333333333
CATEGORY_COHORT,Other :: Patent and copyright consultancy services,United Kingdom,18,15,1,5.555555555555555,15.0,29.880000000000003
CATEGORY_COHORT,Other :: Insurance services.,Ireland,16,14,1,12.5,15.0,29.873333333333335
CATEGORY_COHORT,Other :: Bus shelters,United Kingdom,16,14,1,12.5,15.0,29.873333333333335
CATEGORY_COHORT,Other :: Safety training services,United Kingdom,16,14,1,12.5,15.0,29.873333333333335
CATEGORY_COHORT,Other :: *Labor training or development,Canada federal,20,6,1,25.0,15.0,29.805000000000003
CATEGORY_COHORT,Other :: *Medical doctor specialist services,Canada federal,14,9,1,35.714285714285715,15.0,29.778333333333332
CATEGORY_COHORT,Other :: Ships and boats,United Kingdom,15,10,1,26.666666666666668,15.0,29.73
CATEGORY_COHORT,Other :: Construction work of leisure facilities,United Kingdom,17,13,1,11.76470588235294,15.0,29.71166666666667
CATEGORY_COHORT,Other :: *Ammunition,Canada federal,15,5,1,46.666666666666664,15.0,29.686666666666664
CATEGORY_COHORT,Other :: Storage and retrieval services,United Kingdom,17,16,1,5.88235294117647,15.0,29.65666666666667
CATEGORY_COHORT,Other :: Accommodation cleaning services,United Kingdom,17,16,1,5.88235294117647,15.0,29.65666666666667
CATEGORY_COHORT,Other :: Lighting systems.,Ireland,15,12,1,20.0,15.0,29.628333333333334
CATEGORY_COHORT,Other :: Harbour construction works.,Ireland,16,7,1,31.25,15.0,29.50666666666667
CATEGORY_COHORT,Other :: *Agricultural building construction services,Canada federal,19,1,1,36.84210526315789,15.0,29.451666666666664
CATEGORY_COHORT,Other :: Financial market regulatory services.,Ireland,22,2,1,27.27272727272727,15.0,29.27
CATEGORY_COHORT,Other :: *Hoses,Canada federal,15,3,1,66.66666666666666,15.0,29.226666666666667
CATEGORY_COHORT,Other :: Police uniforms,United Kingdom,13,8,1,46.15384615384615,15.0,29.173333333333332
CATEGORY_COHORT,Other :: *Gaskets,Canada federal,16,2,1,50.0,15.0,29.168333333333337
CATEGORY_COHORT,Other :: Technical inspection services,United Kingdom,15,14,1,13.333333333333334,15.0,29.061666666666667
CATEGORY_COHORT,Other :: Data-processing machines (hardware),United Kingdom,11,11,1,45.45454545454545,15.0,28.988333333333333
CATEGORY_COHORT,"Other :: Occupational clothing, special workwear and accessories.",Ireland,17,15,1,5.88235294117647,15.0,28.898333333333337
CATEGORY_COHORT,Other :: Catering services.,Ireland,17,15,1,5.88235294117647,15.0,28.898333333333337
CATEGORY_COHORT,Other :: Miscellaneous general and special-purpose machinery,United Kingdom,20,14,1,0.0,15.0,28.858333333333338
CATEGORY_COHORT,Other :: *Specialty building and trades services,Canada federal,25,4,1,20.0,15.0,28.855
CATEGORY_COHORT,"Other :: Administrative recreational, cultural and religious services.",Ireland,15,4,1,46.666666666666664,15.0,28.819999999999997
CATEGORY_COHORT,Other :: *Vocational rehabilitation services,Canada federal,15,4,1,46.666666666666664,15.0,28.819999999999997
CATEGORY_COHORT,Other :: Procurement consultancy services.,Ireland,16,13,1,12.5,15.0,28.79
CATEGORY_COHORT,Other :: *Unmanned aerial vehicle,Canada federal,14,5,1,57.14285714285714,15.0,28.771666666666665
CATEGORY_COHORT,Other :: Meal-preparation services.,Ireland,14,12,1,21.428571428571427,15.0,28.72833333333333
CATEGORY_COHORT,Other :: Engineering-related scientific and technical services,United Kingdom,14,12,1,21.428571428571427,15.0,28.72833333333333
CATEGORY_COHORT,Other :: System maintenance services,United Kingdom,14,12,1,21.428571428571427,15.0,28.72833333333333
CATEGORY_COHORT,Other :: *Demolition services,Canada federal,18,5,1,27.77777777777778,15.0,28.696666666666665
CATEGORY_COHORT,Other :: Miscellaneous fabricated products and related items,United Kingdom,18,10,1,16.666666666666664,15.0,28.695
CATEGORY_COHORT,Other :: Rolling stock,United Kingdom,19,11,1,10.526315789473683,15.0,28.594999999999995
CATEGORY_COHORT,Other :: *Heavy equipment components,Canada federal,16,2,1,43.75,15.0,28.538333333333334
CATEGORY_COHORT,Other :: *Heavy construction services,Canada federal,15,5,1,40.0,15.0,28.471666666666668
CATEGORY_COHORT,Other :: Vocational training services,United Kingdom,33,8,1,3.0303030303030303,15.0,28.433333333333334
CATEGORY_COHORT,Other :: Protective gear,United Kingdom,17,12,1,11.76470588235294,15.0,28.346666666666668
CATEGORY_COHORT,Other :: Railway transport services,United Kingdom,17,12,1,11.76470588235294,15.0,28.346666666666668
CATEGORY_COHORT,Other :: Gymnasium equipment.,Ireland,12,11,1,33.33333333333333,15.0,28.268333333333334
CATEGORY_COHORT,Other :: Repair and maintenance services of cooler groups,United Kingdom,12,11,1,33.33333333333333,15.0,28.268333333333334
CATEGORY_COHORT,Other :: *Night vision equipment,Canada federal,21,4,1,23.809523809523807,15.0,28.265
CATEGORY_COHORT,Other :: *Light trucks or sport utility vehicles,Canada federal,14,5,1,50.0,15.0,28.261666666666667
CATEGORY_COHORT,Other :: Hygiene services,United Kingdom,15,13,1,13.333333333333334,15.0,27.978333333333335
CATEGORY_COHORT,Other :: Financial transaction processing and clearing-house services,United Kingdom,13,12,1,23.076923076923077,15.0,27.93666666666667
CATEGORY_COHORT,Other :: Advisory services provided by nurses,United Kingdom,12,8,1,58.333333333333336,15.0,27.863333333333333
CATEGORY_COHORT,Other :: Fire doors,United Kingdom,16,15,1,6.25,15.0,27.85666666666667
CATEGORY_COHORT,"Other :: Library, archives, museums and other cultural services",United Kingdom,18,13,1,5.555555555555555,15.0,27.843333333333334
CATEGORY_COHORT,Other :: Industrial robots,United Kingdom,18,13,1,5.555555555555555,15.0,27.843333333333334
CATEGORY_COHORT,Other :: Meal delivery service.,Ireland,17,16,1,0.0,15.0,27.79666666666667
CATEGORY_COHORT,Other :: Fire and explosion protection and control consultancy services,United Kingdom,14,14,1,14.285714285714285,15.0,27.771666666666665
CATEGORY_COHORT,Other :: Property insurance services,United Kingdom,14,14,1,14.285714285714285,15.0,27.771666666666665
CATEGORY_COHORT,Other :: Real estate agency services on a fee or contract basis,United Kingdom,14,14,1,14.285714285714285,15.0,27.771666666666665
CATEGORY_COHORT,Other :: Roof repair and maintenance work,United Kingdom,14,14,1,14.285714285714285,15.0,27.771666666666665
CATEGORY_COHORT,Other :: *Building maintenance and repair services,Canada federal,15,2,1,46.666666666666664,15.0,27.606666666666666
CATEGORY_COHORT,Other :: Housing services.,Ireland,14,9,1,28.57142857142857,15.0,27.573333333333334
CATEGORY_COHORT,Other :: Park and playground equipment.,Ireland,14,9,1,28.57142857142857,15.0,27.573333333333334
CATEGORY_COHORT,Other :: Publishing services,United Kingdom,24,11,1,0.0,15.0,27.493333333333332
CATEGORY_COHORT,Other :: Primary education services,United Kingdom,16,12,1,12.5,15.0,27.425000000000004
CATEGORY_COHORT,Other :: *Military science and research,Canada federal,14,4,1,50.0,15.0,27.395
CATEGORY_COHORT,Other :: *Laboratory enclosures and accessories,Canada federal,12,9,1,41.66666666666667,15.0,27.391666666666666
CATEGORY_COHORT,"Other :: Financial consultancy, financial transaction processing and clearing-house services.",Ireland,14,11,1,21.428571428571427,15.0,27.384999999999998
CATEGORY_COHORT,"Other :: Imaging equipment for medical, dental and veterinary use",United Kingdom,20,10,1,10.0,15.0,27.35166666666667
CATEGORY_COHORT,Other :: Construction work for buildings relating to health.,Ireland,19,3,1,26.31578947368421,15.0,27.346666666666664
CATEGORY_COHORT,Other :: Floodgates.,Ireland,15,1,1,53.333333333333336,15.0,27.281666666666666
CATEGORY_COHORT,"Other :: Agricultural, farming, fishing, forestry and related products",United Kingdom,19,12,1,5.263157894736842,15.0,27.268333333333334
CATEGORY_COHORT,"Other :: Machinery for food, beverage and tobacco processing and associated parts.",Ireland,13,5,1,53.84615384615385,15.0,27.17
CATEGORY_COHORT,Other :: Monitoring and control services,United Kingdom,17,11,1,11.76470588235294,15.0,27.003333333333334
CATEGORY_COHORT,Other :: Guard services,United Kingdom,17,11,1,11.76470588235294,15.0,27.003333333333334
CATEGORY_COHORT,Other :: *Security surveillance and detection,Canada federal,13,9,1,30.76923076923077,15.0,26.976666666666663
CATEGORY_COHORT,Other :: *Specialized trade construction and maintenance services,Canada federal,15,5,1,33.33333333333333,15.0,26.851666666666667
CATEGORY_COHORT,Other :: *Pressure measuring and control instruments,Canada federal,14,2,1,57.14285714285714,15.0,26.691666666666666
CATEGORY_COHORT,Other :: Travel agency and similar services,United Kingdom,14,13,1,14.285714285714285,15.0,26.68833333333333
CATEGORY_COHORT,Other :: Research and experimental development services,United Kingdom,22,9,1,9.090909090909092,15.0,26.64166666666667
CATEGORY_COHORT,Other :: Meal-serving services.,Ireland,15,12,1,13.333333333333334,15.0,26.613333333333333
CATEGORY_COHORT,Other :: Catering supplies,United Kingdom,15,12,1,13.333333333333334,15.0,26.613333333333333
CATEGORY_COHORT,Other :: Steel.,Ireland,13,11,1,23.076923076923077,15.0,26.59333333333333
CATEGORY_COHORT,Other :: Non-residential property renting or leasing services,United Kingdom,13,11,1,23.076923076923077,15.0,26.59333333333333
CATEGORY_COHORT,Other :: Library services,United Kingdom,13,11,1,23.076923076923077,15.0,26.59333333333333
CATEGORY_COHORT,Other :: Construction work for buildings relating to health,United Kingdom,12,12,1,25.0,15.0,26.536666666666665
CATEGORY_COHORT,"Other :: Administration, defence and social security services",United Kingdom,18,12,1,5.555555555555555,15.0,26.478333333333335
CATEGORY_COHORT,Other :: X-ray devices,United Kingdom,18,12,1,5.555555555555555,15.0,26.478333333333335
CATEGORY_COHORT,Other :: *Scuba and snorkeling gear,Canada federal,13,3,1,92.3076923076923,15.0,26.335
CATEGORY_COHORT,Other :: *Specialized educational services,Canada federal,15,7,1,26.666666666666668,15.0,26.22
CATEGORY_COHORT,Other :: Tree-cutting services,United Kingdom,18,8,1,16.666666666666664,15.0,26.095000000000002
CATEGORY_COHORT,Other :: Analysers,United Kingdom,19,11,1,5.263157894736842,15.0,25.924999999999997
CATEGORY_COHORT,Other :: *Electrical measuring and testing equipment and accessories,Canada federal,14,5,1,35.714285714285715,15.0,25.921666666666663
CATEGORY_COHORT,Other :: Building completion work.,Ireland,14,10,1,21.428571428571427,15.0,25.889999999999997
CATEGORY_COHORT,Other :: Mobile telephones,United Kingdom,11,10,1,36.36363636363637,15.0,25.843333333333334
CATEGORY_COHORT,Other :: Bailiff services,United Kingdom,16,13,1,6.25,15.0,25.82
CATEGORY_COHORT,"Other :: Radiotherapy, mechanotherapy, electrotherapy and physical therapy devices",United Kingdom,13,6,1,38.46153846153847,15.0,25.811666666666664
CATEGORY_COHORT,Other :: *Packaged combination meals,Canada federal,14,1,1,57.14285714285714,15.0,25.781666666666663
CATEGORY_COHORT,Other :: Domestic appliances,United Kingdom,15,14,1,6.666666666666667,15.0,25.746666666666666
CATEGORY_COHORT,Other :: Overhead projectors.,Ireland,13,13,1,15.384615384615385,15.0,25.64166666666667
CATEGORY_COHORT,Other :: Fitted kitchens,United Kingdom,13,13,1,15.384615384615385,15.0,25.64166666666667
CATEGORY_COHORT,Other :: Emergency vehicles,United Kingdom,13,13,1,15.384615384615385,15.0,25.64166666666667
CATEGORY_COHORT,Other :: Bridge.,Ireland,21,10,1,4.761904761904762,15.0,25.635
