Niche,Macro_Category,Historical_Tender_ID,Title,Buyer_ID,Buyer_Name,Country,Warehouse_Source,Publication_Date,Deadline,Category,Subcategory,Currency,Official_Estimated_Value,Source_URL,Source_Reference
E-learning / training content,TRAINING,ted_fddc1bfb91a0b44c9e19,[DAG] Aquisição de Serviços de Manutenção Corretiva e Evolutiva da Plataforma de E-Learning da SPMS (20260284),buy_091d5eef279cbb542f9f,"Serviços Partilhados do Ministério da Saúde, EPE",PRT,TED,2026-07-25,2026-08-21,Automation / software,IT services / software,EUR,180000.0,,
E-learning / training content,TRAINING,ten_901f77d932e4a2aafffb,E-learning for the Pathways to Planning Surveying strand,buy_4a2aabd490a37ee2dcc1,Improvement and Development Agency for Local Government (IDeA),United Kingdom,United Kingdom,2026-07-24,2026-08-10,Other,UNKNOWN,GBP,25000.0,,
E-learning / training content,TRAINING,ten_9756492b2691c6b77809,E-Learning (Grundkenntnisse im Sozialversicherungswesen für Quereinsteiger bei der IKK),,,Germany,Germany,2026-07-24,,Other,UNKNOWN,EUR,,,
E-learning / training content,TRAINING,ten_b092d5b23c88d989dc99,con_31845 Stronger Practice CPD Learning Management System,buy_19b96ee5c1e17ccda105,Department for Education,United Kingdom,United Kingdom,2026-07-23,,Other,E-learning services,GBP,,,
E-learning / training content,TRAINING,ten_f4a0c78b77db0e92c9fa,Optimierungsmaßnahmen des bestehenden E-Learning Tools „UNESCO-Stätten der Lausitz“,,,Germany,Germany,2026-07-22,2026-08-21,Creative / communications,Design / publishing,EUR,,,
E-learning / training content,TRAINING,ten_f9531c296295d55a40f8,Request for Information - Digital Learning Platform,buy_4f5b6403196c3bb275a2,Scottish Government,United Kingdom,United Kingdom,2026-07-20,,Other,E-learning services,GBP,,,
E-learning / training content,TRAINING,ted_8f9842d56e6f52ed2d4b,"Servicio de impartición del programa formativo de Microsoft 365 y Copilot para los/las empleados/as de la Empresa Malagueña de Transportes, S.A.M., en modalidad eLearning.",buy_262acb26bfbdf5a4121e,Gerencia de la Empresa Malagueña de Transportes S.A.M.,ESP,TED,2026-07-15,,Other,UNKNOWN,,,,
E-learning / training content,TRAINING,ten_77a17a29ac02a7439026,"Conception d'une formation en e-learning dédiée au tutorat, développement et maintenance de la plateforme de formation à destination des tuteurs et maîtres d'apprentissage des entreprises rattachées à",buy_27cbb954a37aec2f8db6,OPCO MOBILITES,France,France,2026-07-14,2026-08-09,Other,Services,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,ten_279bbc598ce6f99f2d9d,RV Livestream Stadtratssitzungen der Landeshauptstadt Dresden,,,Germany,Germany,2026-07-08,2026-07-29,Creative / communications,Design / publishing,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,bel_59a435ec788af695b494e372,WEBINAR AND HYBRID EVENT SOFTWARE,buy_be32635e6a2c08f2d2eb7930,Center voor Cyberveiligheid Belgie,BE,Belgium,2026-04-08,2026-05-08,,,,,https://www.publicprocurement.be/publication-workspaces/76d0dfaf-f841-41fc-b9b3-0967d0af0039,
Event audiovisual / livestream,EVENT_MEDIA,ten_1b28ff4b8e5d4b96298a,Rahmenvereinbarung Livestream der Vollversammlungen des Münchner Stadtrats,,,Germany,Germany,2026-02-27,2026-03-25,Other,UNKNOWN,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,tn_a43548e5e4bc2833d393,Marktconsultatie Nieuwe Sporthallen Zuid (NSHZ),buy_7139e4425bf2a434774b,"Gemeente Amsterdam, Ingenieursbureau",Netherlands,TenderNed,2026-02-23,,Other,UNKNOWN,UNKNOWN,,https://www.tenderned.nl/tenderned-tap/aankondigingen/419417,
Event audiovisual / livestream,EVENT_MEDIA,tn_992214e10a57777395cc,AV-middelen Commissiekamers en Raadszaal Dordthuis,buy_8395d90e57e94649db28,Gemeente Dordrecht | Bedrijfsvoering Drechtsteden,Netherlands,TenderNed,2026-01-18,2026-04-07,Automation / software,Software / automation,UNKNOWN,,https://www.tenderned.nl/tenderned-tap/aankondigingen/418071,
Event audiovisual / livestream,EVENT_MEDIA,bel_ec324d0b16cf5ce9bd501af4,Livestream gemeente- en OCMW-raadzittingen lokaal bestuur Ronse,buy_82c1495539a19ff540b7dbba,Ronse,BE,Belgium,2025-12-19,,,,,,https://www.publicprocurement.be/publication-workspaces/1a804277-ea0a-42bd-b8ab-e20e0eec5857,
Event audiovisual / livestream,EVENT_MEDIA,ten_95c8a6ef71823dd2b1ef,Barrierefreier Livestream des Landtags Nordrhein-Westfalen und Videos-on-Demand,buy_86534015ec389ddb99f1,Der Präsident des Landtags Nordrhein-Westfalen,Germany,Germany,2025-12-16,2026-01-27,Creative / communications,Design / publishing,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,ted_51d900efeab2c038cdb2,Eventprodukter och dess hantering,buy_3d59e3bbb5e2f64301ba,AB Svenska Spel,SWE,TED,2025-11-11,2025-12-15,Other,UNKNOWN,SEK,4000000.0,,
Event audiovisual / livestream,EVENT_MEDIA,ten_bd239387f7dd13f10fa8,Livestream Ratssitzungen,,,Germany,Germany,2025-10-23,2025-11-06,Automation / software,IT services / software,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,ted_4b722f3d4f853651d3ff,Webcast and Technical assistance - qualification,buy_581df20f038735ed5497,NORGES BANK,NOR,TED,2025-10-21,,Other,UNKNOWN,NOK,55000000.0,,
Event audiovisual / livestream,EVENT_MEDIA,ten_0ef06233d4c8bc736425,EU-Vergabe WEBCAST,buy_042d52e185e463c394d3,"DB Systel GmbH (Bukr 2B, 44)",Germany,Germany,2025-10-08,,Automation / software,Software / automation,EUR,,,
Event audiovisual / livestream,EVENT_MEDIA,ten_751f45f37aa4f90d3136,Livestream der Stadtverordnetenversammlungen 2026,,,Germany,Germany,2025-09-26,2025-10-21,Other,UNKNOWN,EUR,,,
Graphic design / layout,CONTENT_DESIGN,ted_a862dd16e48173ef5f49,"Szczepionka błoniczo-tężcowo-krztuścowa (DTP), do szczepień obowiązkowych dzieci do 2 roku życia oraz na rezerwę określoną w rozporządzeniu epidemicznym. Części: 1-3; znak postępowania: ZZP.ZP.411.125.2026",buy_293363763c9d1a4b758f,MINISTERSTWO ZDROWIA,POL,TED,2026-08-04,2026-08-19,Other,UNKNOWN,,,,
Graphic design / layout,CONTENT_DESIGN,ted_5aaf3484da57967296de,RFP 250045-1 - ACCORD-CADRE POUR LA LOCATION ET MAINTENANCE DE MATERIEL DE REPROGRAPHIE,buy_eeed8814d806fe8dfbe5,UNIVERSITE DU LUXEMBOURG,LUX,TED,2026-07-31,2026-08-12,Other,UNKNOWN,,,,
Graphic design / layout,CONTENT_DESIGN,ten_8646acb7285ab3af4c51,"2026-SA0145 - Rédaction, conception graphique et mise en page du Magazine Institutionnel Moselle Infos et de ses suppléments",buy_c239dab8f3f83a73d6f5,Département de la Moselle,France,France,2026-07-23,2026-09-23,Creative / communications,Design / publishing,EUR,,,
Graphic design / layout,CONTENT_DESIGN,ten_a79936d195f7e23800e0,"Call of From WRAP FRA086- (Creative Services, Lot 1-Graphic Design & Artworking): Rescue Me, Recycle Content",buy_d3047bdbe075028a9d13,Waste & Resources Action Programme,United Kingdom,United Kingdom,2026-07-21,,Creative / communications,Design / publishing,GBP,,,
Graphic design / layout,CONTENT_DESIGN,ten_6e3666d529864390229f,"Agencement scénographique, graphisme, éclairage et audiovisuel dans le cadre de l'exposition "" Une fascinante civilisation chinoise. Trésors de Sanxingdui et Jinsha """,buy_11e0f04f16db32f50e5b,Musée National Arts Asiatiques Guimet,France,France,2026-07-20,2026-08-26,Creative / communications,Design / publishing,EUR,,,
Graphic design / layout,CONTENT_DESIGN,bel_0c511447f559b5449aff7571,Marché 2026-36 - Missions de graphisme pour la Ville de Malmedy - Année 2026 à 2030,buy_fb4184ef50323b6be3bf4f97,Malmedy,BE,Belgium,2026-07-17,,,,,,https://www.publicprocurement.be/publication-workspaces/63e46b3c-c321-46ed-a4c5-052674a880de,
Graphic design / layout,CONTENT_DESIGN,ted_668f940911080cf51293,RFP 260009 - TENDER FOR A FRAMEWORK AGREEMENT PROCEDURE – MEDIA SOURCING PROVIDER,buy_eeed8814d806fe8dfbe5,UNIVERSITE DU LUXEMBOURG,LUX,TED,2026-07-16,2026-08-31,Creative / communications,Design / publishing,,,,
Graphic design / layout,CONTENT_DESIGN,ten_5b9abb4f8d0e5997c910,"Contrat à exécution sur demande – Graphisme, impression, affichage et signalétique",buy_8c8f2234ba49513b2352,Commission de la capitale nationale du Québec .,Canada - Quebec,Quebec,2026-07-14,,Creative / communications,Design / publishing,CAD,,,
Graphic design / layout,CONTENT_DESIGN,ted_4608ffb8a0f3f44ca945,Výtvarne-priestorové riešenie expozície „Starý národ – Mladý štát“,buy_73db5c7f5f9933800fa8,Správa rezortných zariadení Ministerstva kultúry Slovenskej republiky,SVK,TED,2026-07-06,2026-08-11,Creative / communications,Design / publishing,,,,
Graphic design / layout,CONTENT_DESIGN,ten_876a3dd09e123f5b0856,"La conception graphique pour le service des Éditions de l’ENSAPLV : la mise en page, la révision et la conception graphique de maquettes, ainsi que le suivi de la fabrication d’ouvrages d’architecture",buy_cfc136f303cf22b4b224,ENSA-PLV,France,France,2026-07-04,2026-11-05,Creative / communications,Design / publishing,EUR,,,
Graphic design / layout,CONTENT_DESIGN,ted_e023c4271b49ee4ee255,Mise en page et Impression du journal N+,buy_bacf2bcb45c828276231,Ville de Neuchâtel - Service de la communication,CHE,TED,2026-07-03,2026-08-17,Other,UNKNOWN,,,,
Graphic design / layout,CONTENT_DESIGN,ten_7bd55a3c2349e973139b,"Prestations de réalisation de supports et d'éléments de communication : rédaction, graphisme, audiovisuelle",buy_8e46dbeffbad0f3cc181,INSERM,France,France,2026-06-30,,Creative / communications,Design / publishing,EUR,,,
Illustration / infographics,CONTENT_DESIGN,ten_d3f08b76cb860ab187af,"Renouvellement des licences Adobe (Creative Cloud, Illustrator et Photoshop)",buy_20a0d3dbac1bd14a1349,Ministère de la Santé et des Services sociaux,Canada - Quebec,Quebec,2026-07-08,2026-08-24,Automation / software,Software / automation,CAD,,,
Illustration / infographics,CONTENT_DESIGN,ten_5d8c8d3b157c32252c9a,Tablette graphique XPPEN Illustration,buy_ade897df12735935e342,Cégep de Lévis,Canada - Quebec,Quebec,2026-06-25,,Creative / communications,Design / publishing,CAD,,,
Illustration / infographics,CONTENT_DESIGN,ten_3477a7d44cde35219a77,Service d'infographie pour les projets pédagogiques et didactiques,buy_f05069f2e849f61de027,"Ministère de l'Immigration, de la Francisation et de l'Intégration",Canada - Quebec,Quebec,2026-06-19,,Creative / communications,Design / publishing,CAD,,,
Illustration / infographics,CONTENT_DESIGN,ten_a4fe495ce53e1abb072b,Accompagnement à la conception et à la réalisation d’applications de visualisation de données géographiques pour l’observatoire de la santé (projet SynopseViz),buy_47a241f84cbd0f1a7a1c,Nantes Métropole,France,France,2026-06-17,2026-05-08,Creative / communications,Design / publishing,EUR,,,
Illustration / infographics,CONTENT_DESIGN,ten_742dab5c4779132dfdca,Regionalmanagement: Illustration des Landkreis-Regen-Wimmelbuchs,,,Germany,Germany,2026-06-10,,Other,UNKNOWN,EUR,,,
Illustration / infographics,CONTENT_DESIGN,ten_ee9aa57b7b84c1eb1a3b,Infographie et enseignes de noms de rue,buy_211fbdcef39f0f853ae0,Ville de Thetford Mines.,Canada - Quebec,Quebec,2026-06-03,2026-06-17,Other,UNKNOWN,CAD,,,
Illustration / infographics,CONTENT_DESIGN,ten_e4152611fafda5f66621,WRAP Framework FRA081 Call Off: Development of Infographic Materials- (Lot 3 - Local Authority Waste and Recycling Communications),buy_d3047bdbe075028a9d13,Waste & Resources Action Programme,United Kingdom,United Kingdom,2026-05-28,,Other,UNKNOWN,GBP,,,
Illustration / infographics,CONTENT_DESIGN,ted_f7f739cdd9d46f02d6a4,FHWien der WKW - Magazin M!LK,buy_c7ab4ab8247a3b11524d,FHW Fachhochschul-Studiengänge Betriebs- und Forschungseinrichtungen der Wiener Wirtschaft GmbH,AUT,TED,2026-05-04,2026-06-05,Other,UNKNOWN,EUR,388800.0,,
Illustration / infographics,CONTENT_DESIGN,ten_ab3a6ed69f7d6e314958,Historic England Specialist Illustration Framework (UID 198),buy_d430c5f540fa87d268fd,Historic England,United Kingdom,United Kingdom,2026-04-22,,Other,UNKNOWN,GBP,,,
Illustration / infographics,CONTENT_DESIGN,tn_418b8d6866c0659b9614,(startend) stedenbouwkundig adviseur (met oog voor landschap en groen).,buy_fee5580f2433595ccbce,Gemeente Westerkwartier,Netherlands,TenderNed,2026-04-16,,Creative / communications,Design / publishing,UNKNOWN,,https://www.tenderned.nl/tenderned-tap/aankondigingen/421406,
Illustration / infographics,CONTENT_DESIGN,tn_00b1cb0ed652187b466a,Relaunched University of Galway - Polling & Survey Tools,buy_650b22473932b25525aa,SURF B.V.,Netherlands,TenderNed,2026-04-09,,Creative / communications,Design / publishing,EUR,354048.7,https://www.tenderned.nl/tenderned-tap/aankondigingen/419099,
Illustration / infographics,CONTENT_DESIGN,ted_2f73f0043c132fedb557,"Renovación del suministro del derecho de uso de licencias de ADOBE ACROBAT PRO y de ADOBE CREATIVE CLOUD en la Universitat Politècnica de València, dentro del acuerdo CRUE-ADOBE, por precios unitarios",buy_262acb26bfbdf5a4121e,Rectorado de la Universitat Politècnica de València,ESP,TED,2026-03-30,2026-05-05,Automation / software,Software / automation,EUR,494712.0,,
Interpretation services,LANGUAGE,ted_fc4710564f7894969de3,Tolk- och översättningstjänster,buy_3d59e3bbb5e2f64301ba,Östra Göinge kommun,SWE,TED,2026-08-08,2026-09-07,Other,UNKNOWN,SEK,12000000.0,,
Interpretation services,LANGUAGE,bel_4a446a3e4d0a46288550a491,Cahier spécial des charges relatif à un accord-cadre pour des services d'interprétation simultanée,buy_9d12604cc2829dcae5fcba5c,FOD Sociale Zekerheid - Communicatie,BE,Belgium,2026-07-31,2026-09-01,,,,,https://www.publicprocurement.be/publication-workspaces/a5aca487-b7dc-4319-b8a0-5634bb92a176,
Interpretation services,LANGUAGE,ten_462663d46387537d8860,"Prélèvements de sédiments sur le réseau de la DTBS, analyses physico-chimiques et interprétation des résultats 2026-2030",buy_1877cbd5ba245d3914a9,VNF DTBS,France,France,2026-07-28,2026-09-14,Other,Services,EUR,,,
Interpretation services,LANGUAGE,ten_852960faf76817e2852a,Travaux de construction d'un centre d'interprétation dédié à Michel de Montaigne,buy_a457cd8347fbf14f8b46,Communauté de communes Castillon-Pujols,France,France,2026-07-21,2026-09-18,Other,Travaux,EUR,,,
Interpretation services,LANGUAGE,bel_350e36605327d3675fb66bfe,"Marché de services visant à l’approfondissement de données relatives aux déchets de l’Enquête intégrée « environnement » (REIWa), pour le secteur de la transformation alimentaire",buy_ec8800ee767d610e9f8ea088,Direction des infrastructures de gestion et de la politique des déchets,BE,Belgium,2026-07-07,2026-09-14,,,,,https://www.publicprocurement.be/publication-workspaces/7e663abe-e95c-4c2c-a962-a33d204b0c22,
Interpretation services,LANGUAGE,bel_f4658673da1e91fd972d6a9f,Marché de services pour la réalisation de mesures géophysiques sur les voies hydrauliques de la Région wallonne,buy_3d27241ea77cc154cfcfb431,Direction de la Gestion hydrologique,BE,Belgium,2026-07-06,2026-08-25,,,,,https://www.publicprocurement.be/publication-workspaces/c297692a-9ae2-4952-89d8-a9ac2c2cf943,
Interpretation services,LANGUAGE,ten_6f2c8407a9b81119c327,"Création, réalisation, fourniture et pose de signalétique réglementaire, d'information, d'orientation et d'interprétation sur le Grand Site de France Les Deux-Caps",buy_70039b6739d90654a59d,Conseil Départemental du Pas-de-Calais,France,France,2026-07-05,2026-06-15,Other,Fournitures,EUR,,,
Interpretation services,LANGUAGE,ten_a2c334bf4cc6238858fb,études de faisabilité et de programmation pour la rénovation de l'espace Saint-Jacques et la création du Centre d'Interprétation de l'Architecture et du Patrimoine (Ciap) de Saint-,buy_48be0cb7228908e34f9c,Ville de Saint-Quentin,France,France,2026-07-05,2026-08-06,Monitoring / research,Monitoring / analysis,EUR,,,
Interpretation services,LANGUAGE,ted_174157d17db40449f941,N01.13 MP-170018 - Upn. Bardonnex-Bernex - Labo investigations EK - chaussée (ID 12002),buy_bacf2bcb45c828276231,"Office fédéral des routes OFROU, Division Infrastructure routière Ouest, filiale Estavayer-le-Lac",CHE,TED,2026-07-03,2026-08-25,Other,UNKNOWN,,,,
Interpretation services,LANGUAGE,ted_2a34e7276d4792a199c8,N01.13 MP-170018 - Upn. Bardonnex-Bernex - Labo investigations EK - béton (ID 11662),buy_bacf2bcb45c828276231,"Office fédéral des routes OFROU, Division Infrastructure routière Ouest, filiale Estavayer-le-Lac",CHE,TED,2026-07-03,2026-08-25,Other,UNKNOWN,,,,
Interpretation services,LANGUAGE,bel_04f2b58590c191423456425f,Fourniture de services d'abonnements dosimétriques (tous cursus confondus HE et IIP),buy_676f354ee5f6184629230c9d,Ilya Prigogine ASBL,BE,Belgium,2026-07-02,,,,,,https://www.publicprocurement.be/publication-workspaces/b3bf253d-5869-4188-9047-f63f8b6a1b3b,
Interpretation services,LANGUAGE,bel_54576d271a0abf35ee27eeda,Construction d'un hangar et locaux pour le service travaux de la commune de Walhain,buy_29262b9929baa8579aaff6e5,Walhain,BE,Belgium,2026-06-16,2026-06-26,,,,,https://www.publicprocurement.be/publication-workspaces/e79d050d-8cca-41b5-9870-b6a4f749b4c1,
Labels / stickers / QR materials,PRINT_BROKERAGE,ted_0a45c05ad6d85910d9a9,Nájom imunohistochemického automatu na 5 rokov s IHC reagenciami.,buy_73db5c7f5f9933800fa8,"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy",SVK,TED,2026-08-10,2026-09-14,Automation / software,Software / automation,,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,bel_1fc65f6b3b0111000ce1be23,"Fournitures achat-vente d'énergie électrique, vente de certificats verts et de labels de garantie d'origine",buy_1167dbc05c5edb845dae2433,Intercommunale de Traitement des Déchets ménagers Liégeois,BE,Belgium,2026-07-23,2026-09-14,,,,,https://www.publicprocurement.be/publication-workspaces/a8240d0b-ff9d-4827-8c34-db423c405188,
Labels / stickers / QR materials,PRINT_BROKERAGE,ted_a59dc530da25c6090c28,"Supply, Delivery and Installation of Inventory Management System (IMS) and Hardware Equipment",buy_e6145608dbbffad60592,Ministry of Health,GRD,TED,2026-07-21,2026-08-07,Document / data,Digitization / OCR,USD,1560000.0,,
Labels / stickers / QR materials,PRINT_BROKERAGE,ten_00f05bcbf178ca129968,Syringe Labels & Consumables,buy_d4f1b1b18059634d3549,The Shrewsbury and Telford Hospital NHS Trust,United Kingdom,United Kingdom,2026-07-09,,Other,UNKNOWN,GBP,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,ten_24295b8930b9979e9e8d,RFID-Etiketten,,,Germany,Germany,2026-07-06,,Other,UNKNOWN,EUR,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,ted_f9ea77aaa301e43bbcad,Request for information: Oligos and probes for PCR and qPCR,buy_21d608cefc7ad1917578,HUS Group,FIN,TED,2026-07-03,,Creative / communications,Design / publishing,,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,ted_a4165352357eafdf2cfe,"Consumables, offices and cleaning, Framework agreement.",buy_581df20f038735ed5497,Trondheim kommune,NOR,TED,2026-07-02,2026-08-31,Automation / software,Software / automation,NOK,178000000.0,,
Labels / stickers / QR materials,PRINT_BROKERAGE,bel_cad02ac294a8ce6742eb1852,"Herselt, wijk Roteinde en wijk Binnenblok: aanstellen bureau voor opmaak stedenbouwkundige studie",buy_26ea5305ad4f0cff51ca5ef6,Geelse Huisvesting C.V.B.A.,BE,Belgium,2026-06-25,,,,,,https://www.publicprocurement.be/publication-workspaces/a9ebdbd1-7a0c-44e2-9f83-96d56c4e2be6,
Labels / stickers / QR materials,PRINT_BROKERAGE,ten_556db3f696660d3288cf,"Expression of Interest for the Supply of Hackney Carriage / Private Hire Plates, Stickers and Fixings through a direct fulfilment service only.",buy_57897d52296f35314ac6,City of Bradford Metropolitan District Council,United Kingdom,United Kingdom,2026-06-24,,Other,UNKNOWN,GBP,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,ted_6bd765947b5f2b1969c1,2026-3063 Framework agreement for the production and delivery of signs.,buy_581df20f038735ed5497,STATSBYGG,NOR,TED,2026-06-17,2026-08-07,Other,UNKNOWN,,,,
Labels / stickers / QR materials,PRINT_BROKERAGE,bel_2a9fa8d3555bbac29044057a,"Punctuele aankoop van labelprinters, inclusief een starterskit aan etiketten en linten voor verschillende diensten van de Medische Component van Defensie.",buy_a802af8a9441d9fd09252b9f,HMRA,BE,Belgium,2026-06-12,,,,,,https://www.publicprocurement.be/publication-workspaces/965be0bb-77bc-44b6-a83a-6d21dba00608,
Labels / stickers / QR materials,PRINT_BROKERAGE,ten_877d41d85e04e0d216e2,Irradiation indicator labels,buy_a16359c7476d58372668,NHS Blood and Transplant,United Kingdom,United Kingdom,2026-06-11,,Other,UNKNOWN,GBP,581970.0,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ted_ee6c6c824fe00011a5c5,"Rozbudowa (upgrade) posiadanej Platformy low-code Webcon BPS - dostawa licencji tworzących kompletne środowisko dla deweloperów, jak i użytkowników platformy low-code wraz ze wsparciem technicznym i aktualizacjami na potrzeby realizacji Projektu pn. „Ignatianum: Edukacja przyszłości – wsparcie i innowacje dla studentów”",buy_e4d061caa68fce2f60e7,Uniwersytet Ignatianum w Krakowie,POL,TED,2026-07-24,2026-08-24,Automation / software,Software / automation,,,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ted_6c6eea5c371d8d30946c,"Suministro Del Software De La Plataforma De Automatización De Procesos Y Desarrollo De Aplicaciones Con Poca Programación (Low Code) Para La Gerencia De Informática De La Seguridad Social Y El Ministerio De Inclusión, Seguridad Social Y Migraciones (Ministerio De Inclusión, Seguridad Social Y Migraciones-Gerencia De Informatica De La Seguridad Social)",buy_262acb26bfbdf5a4121e,Dirección General de Racionalización y Centralización de la Contratación-Junta de Contratación Centralizada,ESP,TED,2026-07-23,,Automation / software,Software / automation,,,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,bel_25d8d8f142ecd406048b3501,"e-Market 867 - Senior SharePoint, Power Automate, Power Apps expert",buy_ad79eddac5d342679ead4dd7,Infrabel - Goods & Services,BE,Belgium,2026-07-14,,,,,,https://www.publicprocurement.be/publication-workspaces/c7080735-1413-45f8-82ab-2a2e50d2e15c,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ted_da6dc0c210bd2df00df3,Servicio de Gestión de los portales web municipales e incorporación de contenidos web sobre la plataforma SharePoint,buy_841549a12d17237ad802,Fundación BiscayTIK - Fundación BiscayTIK,ESP,TED,2026-07-02,2026-07-17,Automation / software,IT services / software,EUR,2468700.0,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,bel_33102149b33040e947aea8a6,Aankoop document generatie tool voor Dynamics 365 en Microsoft power apps,buy_e3eb92f35a9060868d7d3a6f,"SPF Economie, PME, Classes moyennes et Energie",BE,Belgium,2026-06-26,2026-07-16,,,,,https://www.publicprocurement.be/publication-workspaces/90bafdec-afb9-4241-90c5-3efd0f794948,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ten_5b44bc8d38b9e4a25f4a,Low Code Development Platform,buy_5500623f0fb119fbd6af,London Borough of Croydon,United Kingdom,United Kingdom,2026-06-22,,Automation / software,Software / automation,GBP,,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ten_df5e025d82938c8bdaaf,Beschaffung von Lizenzen für eine Low-Code-Plattform,,,Germany,Germany,2026-06-22,2026-06-30,Automation / software,Software / automation,EUR,,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,tn_c6003068b60e54167e98,Mendix ontwikkelcapaciteit,buy_63c63d059e5067021600,HTM Personenvervoer N.V.,Netherlands,TenderNed,2026-06-20,,Automation / software,Software / automation,UNKNOWN,,https://www.tenderned.nl/tenderned-tap/aankondigingen/429832,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ted_203ef3f722b6ff784182,Licenciamento da plataforma de desenvolvimento aplicacional Low Code - Outsystems,buy_091d5eef279cbb542f9f,Direção Regional das Comunicações e da Transição Digital,PRT,TED,2026-06-19,,Automation / software,IT services / software,EUR,1128000.0,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ten_0a0aaf43023972c43006,No-Code user-centred GenAIOps Platform,buy_a057a823a1c0d8a688de,The Police and Crime Commissioner for Surrey,United Kingdom,United Kingdom,2026-06-19,,Automation / software,IT services / software,GBP,,,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,bel_b39d41d5095a86d05ec4522a,Integration platform as a service (iPaaS) oplossing met aanvullende diensten,buy_34c8d7708cb9339950804622,vzw Stijn,BE,Belgium,2026-06-15,2026-07-14,,,,,https://www.publicprocurement.be/publication-workspaces/e5edcfbe-ceec-4f8a-9261-bb565a49f4b1,
Low-code / no-code implementation,AUTOMATION_SOFTWARE,ten_bfb34e9b4332ab633a23,Low-code/Power Platforms,buy_8e6b6e022c997becdd3e,Home Office,United Kingdom,United Kingdom,2026-06-08,,Automation / software,Software / automation,GBP,18000000.0,,
Microsites / campaign landing pages,WEB_DIGITAL,ten_562ccf2a043fae43107b,"Creative, Design and Microsite Services",buy_3db11dbc5b32979f2af7,Clarion Housing Group,United Kingdom,United Kingdom,2026-01-19,,Other,UNKNOWN,GBP,,,
Microsites / campaign landing pages,WEB_DIGITAL,bel_50da00ea2ced1fbba3d2c0ec,NEWSLETTER SERVICE - LA MISE À DISPOSITION DES INSTITUTIONS FÉDÉRALES D’UN OUTIL D’EMAILING EN SaaS,buy_84460e4188188af2e16ee0d0,DIRECTION GÉNÉRALE SIMPLIFICATION & DIGITALISATION,BE,Belgium,2025-04-18,,,,,,https://www.publicprocurement.be/publication-workspaces/a2863a89-a000-49e8-b2cb-b3794017ff69,
Microsites / campaign landing pages,WEB_DIGITAL,ted_c1f3eba2cf45c0667a47,Partnerství při sérii akcí Pro moderní Česko 2024 a 2025,buy_85fe87d2665464f38efa,Státní fond životního prostředí České republiky,CZE,TED,2024-11-18,,Creative / communications,Design / publishing,CZK,7900000.0,,
Microsites / campaign landing pages,WEB_DIGITAL,ted_aba4830615a9556281e8,„Opracowanie strategii komunikacji i koncepcji kreatywnej kampanii społecznej na temat cyberbezpieczeństwa oraz produkcja materiałów do emisji w mediach”,buy_e4d061caa68fce2f60e7,Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy,POL,TED,2024-09-11,2024-10-14,Other,UNKNOWN,,,,
Microsites / campaign landing pages,WEB_DIGITAL,ten_3d6b345c247fda9a7b46,Vier Rahmenverträge für die Online-Redaktion für die Microsite und weitere Online-Kanäle der SKEW,buy_64debda2864433211d8a,Engagement Global gGmbH,Germany,Germany,2024-09-03,2024-10-16,Creative / communications,Design / publishing,EUR,,,
Microsites / campaign landing pages,WEB_DIGITAL,ted_a4d195e3550ec2dbd5c7,"Servicio para el desarrollo de un plan de posicionamiento, branding y marketing digital del Corredor de Ecoturismo de la España Verde dentro del programa ""Experiencias Turismo España""",buy_262acb26bfbdf5a4121e,Sociedad Pública de Gestión y Promoción Turística y Cultural del Principado de Asturias S.A.U.,ESP,TED,2024-08-01,2024-09-02,Creative / communications,Design / publishing,EUR,317876.0,,
Microsites / campaign landing pages,WEB_DIGITAL,ted_31c6203034c5562b2d63,Prevádzka a správa microsite a mobilnej aplikácie pre Národnú linku na pomoc deťom v ohrození VIAC AKO NI(c)K v rámci NP Prevencia a eliminácia násilia a sociálneho vylúčenia prostredníctvom národných liniek pomoci,buy_73db5c7f5f9933800fa8,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",SVK,TED,2024-07-22,2024-08-23,Automation / software,IT services / software,,,,
